session,bbid,sponsor,date of vote, title, url
2015-2016,132,Joseph Vollmer,10/09/2015,Redevelopment plan for 5213-5215 Bischoff,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10047
2015-2016,133,Terry Kennedy,10/09/2015,Redevelopment plan for 930-936 N. Kingshighway,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10048
2015-2016,142,Kenneth Ortmann,10/09/2015,Redevelopment plan for 3201-3207 Cherokee,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10173
2015-2016,143,Samuel L Moore,10/09/2015,Redevelopment plan for Greater Ville Scattered Sites,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10174
2015-2016,144,Kenneth Ortmann,10/09/2015,Redevelopment plan for 2119 Arsenal,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10175
2015-2016,145,Kenneth Ortmann,10/09/2015,Redevelopment plan for 2213 Arsenal,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10176
2015-2016,146,Stephen Conway,10/09/2015,Redevelopment plan for 3448 Crittendon,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10177
2015-2016,147,Stephen Conway,10/09/2015,Redevelopment plan for 3859 Flora,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10178
2015-2016,148,Stephen Conway,10/09/2015,Redevelopment plan for 5347-5349 Wilson,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10179
2015-2016,149,Stephen Conway,10/09/2015,Redevelopment plan for 4028 Botanical,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10180
2015-2016,150,Stephen Conway,10/09/2015,Redevelopment plan for 3940 Shaw,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10181
2015-2016,151,Christine Ingrassia,10/09/2015,Redevelopment plan for Tower Grove East/Fox Pk,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10182
2015-2016,152,Larry Arnowitz,10/09/2015,Redevelopment plan for 4092 Robert,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10183
2015-2016,153,Kenneth Ortmann,10/09/2015,Redevelopment plan for 2201 Cherokee,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10184
2015-2016,154,Joseph D Roddy,10/09/2015,Redevelopment plan for 5215 Manchester,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10187
2015-2016,155,Megan E. Green,10/09/2015,Redevelopment plan for 3661 Hartford,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10188
2015-2016,156,Megan E. Green,10/09/2015,Redevelopment plan for 3662 Humphrey,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10189
2015-2016,157,Megan E. Green,10/09/2015,Redevelopment plan for 4168 Juniata,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10190
2015-2016,158,Scott Ogilvie,10/09/2015,Redevelopment plan for 1509 Fairmount,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10191
2015-2016,159,Jack Coatar,10/09/2015,Redevelopment plan for 700-02 Allen,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10192
2015-2016,162,Tammika Hubbard,10/09/2015,Redevelopment plan for 1601-1723 Delmar,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10195
2015-2016,172,Joseph D Roddy,10/09/2015,Amendment to Hampton/Berthold TIF,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10218
2015-2016,174,Lyda Krewson,10/09/2015,Mo. Army National Guard lease,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10220
2015-2016,175,Lyda Krewson,10/09/2015,Clear Channel,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10221
2015-2016,140,Carol Howard,10/02/2015,Prohibiting liquor in 14th Ward,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10171
2015-2016,173,Scott Ogilvie,10/02/2015,Amending Minimum Wage ord. pertaining to Sheltered Workshops,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10219
2015-2016,139,Samuel L Moore,09/18/2015,Prohibiting liquor in 4th Ward,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10170
2015-2016,136,Sharon Tyus,09/11/2015,Ord. designating 3300-3500 Shreve Av. as Gilbert Wade Grandberry Ave.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10051
2015-2016,98,Chris Carter,08/28/2015,Closing Woodland Av. at Bircher,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9958
2015-2016,103,Joseph D Roddy,08/28/2015,Vacation of Hickory St. at Grand West to Motard,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9963
2015-2016,104,Kenneth Ortmann,08/28/2015,Vacation of River Bluff Place,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9964
2015-2016,107,Marlene E Davis,08/28/2015,Establishing Grand Center Great Streets Improvement Project,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9973
2015-2016,116,Chris Carter,08/28/2015,Ordinance establishing a stop site at Goodfellow Blvd. and Veronica Av.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9992
2015-2016,118,Lyda Krewson,08/28/2015,Public Works Project for Forest Park Parkway,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9994
2015-2016,122,Joseph Vaccaro,08/28/2015,Stop site at McCausland and Tholozan,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9998
2015-2016,126,Jeffrey L Boyd,08/28/2015,Renaming of the 5500 block of Page to Bishop James Holloway Boulevard,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10023
2015-2016,83,Shane Cohn,08/28/2015,Ordinance establishing a minimum wage in the City of St. Louis,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9943
2015-2016,65,Kenneth Ortmann,07/10/2015,2200 Cherokee Street Residential Parking District,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9896
2015-2016,77,Jack Coatar,07/10/2015,Downtown CID,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9934
2015-2016,78,Chris Carter,07/10/2015,Establishing the Office of Financial Empowerment,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9935
2015-2016,84,Dionne Flowers,07/10/2015,Redevelopment plan for 825-885 East Taylor,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9944
2015-2016,85,Megan E. Green,07/10/2015,Redevelopment plan for 3862 Humphrey,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9945
2015-2016,86,Joseph D Roddy,07/10/2015,Redevelopment plan for Chouteau Av. Sarah St Papin St.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9946
2015-2016,87,Joseph D Roddy,07/10/2015,Redevelopment plan for 1470 South Vandeventer,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9947
2015-2016,88,Marlene E Davis,07/10/2015,Redevelopment plan for 2000 Washington,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9948
2015-2016,89,Marlene E Davis,07/10/2015,Redevelopment plan for 3819 Shaw Blvd.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9949
2015-2016,90,Stephen Conway,07/10/2015,Redevelopment plan for 3447 Humphrey,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9950
2015-2016,91,Kenneth Ortmann,07/10/2015,Redevelopment plan for S. Broadway Dakota Osceola Nebraska,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9951
2015-2016,92,Kenneth Ortmann,07/10/2015,Redevelopment plan for 2924 McNair,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9952
2015-2016,93,Kenneth Ortmann,07/10/2015,Redevelopment plan for 1925 Senate,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9953
2015-2016,94,Kenneth Ortmann,07/10/2015,Redevelopment plan for 2104 Sidney,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9954
2015-2016,95,Kenneth Ortmann,07/10/2015,Redevelopment plan for 2739 Arsenal,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9955
2015-2016,96,Kenneth Ortmann,07/10/2015,Redevelopment plan for 3169-71 Iowa,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9956
2015-2016,97,Shane Cohn,07/10/2015,Redevelopment plan for 4218 S. 37th St.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9957
2015-2016,102,Samuel L Moore,07/10/2015,Vacation of alley at Martin Luther King Whittier Evans Pendleton,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9962
2015-2016,106,Joseph D Roddy,07/10/2015,Hampton Berthold TDD,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9972
2015-2016,112,Joseph Vaccaro,07/10/2015,Ordinance establishing salaries of employees in the Sheriff's Office,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9978
2015-2016,119,Lyda Krewson,07/10/2015,Ground lease between the City of St. Louis and Port Authority Commission,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9995
2015-2016,120,Joseph Vollmer,07/10/2015,Northeast Hampton/I-44 Special Allocation Fund TIF Agreement,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9996
2015-2016,121,Joseph Vollmer,07/10/2015,Northeast Hampton/I-44 Special Allocation Fund TIF  Plan,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9997
2015-2016,123,Donna Baringer,07/10/2015,Disclosure of conflicts of interest,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9999
2015-2016,124,Chris Carter,07/10/2015,FY 16 Supplemental Appropriation - Financial Empowerment,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10002
2015-2016,125,Frank Williamson,07/10/2015,Circuit Attorney Pay Bill,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=10021
2015-2016,117,Tammika Hubbard,07/10/2015,NGA Financing,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9993
2015-2016,1,Lewis E Reed,06/26/2015,Budget FY 15-16,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9819
2015-2016,7,Frank Williamson,06/26/2015,Redevelopment plan for 5762 & 5764 McPherson,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9825
2015-2016,13,Megan E. Green,06/26/2015,Redevelopment plan for 3811 Juniata,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9831
2015-2016,14,Megan E. Green,06/26/2015,Redevelopment plan for 3806 Arsenal,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9832
2015-2016,15,Megan E. Green,06/26/2015,Redevelopment plan for 3836 Hartford 3831 Wyoming,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9833
2015-2016,16,Thomas A Villa,06/26/2015,Redevelopment plan for 5808-12 Michigan,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9834
2015-2016,17,Thomas A Villa,06/26/2015,Redevelopment plan for 6308 & 7100 Michigan,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9835
2015-2016,18,Beth Murphy,06/26/2015,Redevelopment plan for 5414 Alaska,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9836
2015-2016,19,Jack Coatar,06/26/2015,Redevelopment plan for 1817 & 1821-23 S. 9th St.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9837
2015-2016,20,Jack Coatar,06/26/2015,Redevelopment plan for 1923-25  S.10th St.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9838
2015-2016,38,Thomas A Villa,06/26/2015,Medical Examiner Pay Bill,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9856
2015-2016,39,Thomas A Villa,06/26/2015,Collector of Revenue Pay Bill,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9857
2015-2016,43,Joseph D Roddy,06/26/2015,Washington U. Med. Ctr.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9861
2015-2016,46,Cara Spencer,06/26/2015,Redevelopment plan for 2700-06 Cherokee,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9864
2015-2016,57,Tammika Hubbard,06/26/2015,Rezoning property on N. 13th Street,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9888
2015-2016,58,Tammika Hubbard,06/26/2015,Rezoning property on Glasgow,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9889
2015-2016,59,Joseph D Roddy,06/26/2015,Rezoning properties on Rutger,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9890
2015-2016,64,Freeman M Bosley Sr.,06/26/2015,License Collector Pay Bill,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9895
2015-2016,72,Carol Howard,06/26/2015,Ordinance prohibiting liquor in the 14th Ward,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9908
2015-2016,80,Lyda Krewson,06/26/2015,Prohibiting 3 a.m. liquor license in 28th Ward,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9937
2015-2016,81,Dionne Flowers,06/26/2015,$15000 Grant for Adults With Disabilities and Senior Citizens,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9938
2015-2016,82,Dionne Flowers,06/26/2015,Continuum of Care Grant,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9939
2015-2016,99,Stephen Conway,06/26/2015,Transit Sales Tax 1994,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9959
2015-2016,100,Stephen Conway,06/26/2015,Transit Sales Tax 1997,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9960
2015-2016,101,Stephen Conway,06/26/2015,Transportation Sales Tax,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9961
2015-2016,66,Christine Ingrassia,06/19/2015,Vacation of 18th Street at 1022 1024 1100 South 18th Street,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9901
2015-2016,69,Jack Coatar,06/19/2015,Streetscape easement Washington Ave. MDFB,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9904
2015-2016,70,Jack Coatar,06/19/2015,Streetscape easement Larrell TDD,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9905
2015-2016,71,Jack Coatar,06/19/2015,Streetscape easement for Washington Avenue Laurel Condo,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9906
2015-2016,73,Larry Arnowitz,06/19/2015,Stop site on Stolle at Primm,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9930
2015-2016,74,Larry Arnowitz,06/19/2015,Stop site on Stolle at Tesson,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9931
2015-2016,75,Larry Arnowitz,06/19/2015,Stop site on Loughborough at Macklind,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9932
2015-2016,79,Stephen Conway,06/19/2015,Supplemental appropriation amending Budget FY 14-15,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9936
2015-2016,5,Joseph D Roddy,06/12/2015,4500 Wichita Residential Parking,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9823
2015-2016,11,Lyda Krewson,06/12/2015,Redevelopment plan for 302 N. Kingshighway,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9829
2015-2016,22,Christine Ingrassia,06/12/2015,Redevelopment plan for 2209-2217 Olive,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9840
2015-2016,25,Chris Carter,06/12/2015,Redevelopment plan for 5800 Goodfellow,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9843
2015-2016,35,Terry Kennedy,06/12/2015,Vacation of alley at Fountain Aubert Enright Kingshighway,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9853
2015-2016,37,Marlene E Davis,06/12/2015,Zoning change SLU - Student Housing Project,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9855
2015-2016,42,Marlene E Davis,06/12/2015,Redevelopment plan for 2015 Lucas & 2030 Delmar,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9860
2015-2016,44,Stephen Conway,06/12/2015,Southwest Columbia Bridge,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9862
2015-2016,45,Larry Arnowitz,06/12/2015,Germania Improvements,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9863
2015-2016,48,Freeman M Bosley Sr.,06/12/2015,Parking Division Pay Bill,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9871
2015-2016,50,Larry Arnowitz,06/12/2015,Ord. establishing stop sign at Loughborough & Field,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9873
2015-2016,56,Joseph Vaccaro,06/12/2015,Stop signs on Wabash at Lindenwood Pl.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9887
2015-2016,6,Scott Ogilvie,06/05/2015,Redevelopment plan for 6215 Marmaduke,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9824
2015-2016,8,Joseph D Roddy,06/05/2015,Redevelopment plan for 4231 4233 4241 Gibson,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9826
2015-2016,10,Joseph D Roddy,06/05/2015,Redevelopment plan for 4245 West Pine Blvd.,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9828
2015-2016,12,Lyda Krewson,06/05/2015,Redevelopment plan for 4526 - 4528 Olive,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9830
2015-2016,21,Dionne Flowers,06/05/2015,Redevelopment plan for 6200-12 N. Broadway,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9839
2015-2016,23,Joseph Vollmer,06/05/2015,Redevelopment plan for 3531-3537 S. Kingshighway,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9841
2015-2016,24,Joseph Vollmer,06/05/2015,Redevelopment plan for 5921 Southwest 4405 Fyler 3279-3283 Alfred,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9842
2015-2016,26,Kenneth Ortmann,06/05/2015,Redevelopment plan for 2819 McNair,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9844
2015-2016,27,Kenneth Ortmann,06/05/2015,Redevelopment plan for 3324 Wisconsin,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9845
2015-2016,28,Kenneth Ortmann,06/05/2015,Redevelopment plan for 1904 Withnell,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9846
2015-2016,29,Kenneth Ortmann,06/05/2015,Redevelopment plan for 3321-3323 Demenil,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9847
2015-2016,30,Stephen Conway,06/05/2015,Redevelopment plan for 4125 Russell,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9848
2015-2016,31,Stephen Conway,06/05/2015,Redevelopment plan for 4218 Cleveland,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9849
2015-2016,32,Stephen Conway,06/05/2015,Redevelopment plan for 4247-4249 Russell,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9850
2015-2016,33,Stephen Conway,06/05/2015,Redevelopment plan for 1817-1819 Thurman,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9851
2015-2016,9,Joseph D Roddy,06/05/2015,Redevelopment plan for 4100-08 Lindell,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9827
2015-2016,40,Lyda Krewson,05/29/2015,VINO VOLO Concession Agreement,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9858
2015-2016,41,Lyda Krewson,05/29/2015,Mo. HWY & Transportation State Grant,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9859
2015-2016,55,Lyda Krewson,05/29/2015,Bi-National Gateway Terminal,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9886
2015-2016,4,Dionne Flowers,05/26/2015,Sale of 61 Ferry St. to Proctor & Gamble,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9822
2015-2016,36,Stephen Conway,05/26/2015,Short Term Note Borrowing,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9854
2015-2016,2,Lewis E Reed,05/26/2015,GO Bond,https://www.stlouis-mo.gov/government/city-laws/board-bills/votes/board-bill.cfm?bbid=9820
